week,tv_spend,facebook_spend,search_spend,other_spend,revenue,log_revenue
2139-11-29,3.65,1.97,3.89,1.88,51.9,3.95
2139-12-06,4.14,1.77,1.72,1.71,384.88,5.95
2139-12-13,2.58,1.81,1.48,1.89,51.9,3.95
2139-12-20,3.58,1.04,2.52,1.65,196.41,5.28
2139-12-27,1.6,2.3,2.95,1.79,346.88,5.85
2140-01-03,4.73,0.71,3.12,0.65,311.05,5.74
2140-01-10,2.53,1.93,3.21,0.84,94.46,4.55
2140-01-17,3.92,1.93,0.92,0.84,-68.69,0.0
2140-01-24,1.08,2.79,2.06,0.49,175.18,5.17
2140-01-31,1.82,1.82,3.28,1.54,-43.91,0.0
2140-02-07,2.95,0.84,3.7,0.53,454.75,6.12
2140-02-14,4.51,1.93,2.73,0.39,275.7,5.62
2140-02-21,3.11,0.73,0.97,1.62,97.95,4.58
2140-02-28,4.72,1.01,2.07,1.84,192.63,5.26
2140-03-06,2.94,0.58,1.04,1.6,89.63,4.5
2140-03-13,2.96,1.78,3.2,1.7,27.87,3.33
2140-03-20,1.48,0.71,1.0,1.31,141.7,4.95
2140-03-27,4.21,1.67,1.39,1.81,35.15,3.56
2140-04-03,1.99,2.83,2.13,1.14,474.96,6.16
2140-04-10,4.6,2.3,2.28,1.98,-30.05,0.0
2140-04-17,4.64,0.69,2.1,0.48,181.12,5.2
2140-04-24,4.77,1.06,2.28,1.68,-63.01,0.0
2140-05-01,3.08,2.18,3.08,1.39,-54.59,0.0
2140-05-08,3.71,2.74,1.98,1.29,-258.55,0.0
2140-05-15,4.11,0.58,2.55,1.53,168.16,5.12
2140-05-22,1.52,2.53,1.77,1.73,-28.72,0.0
2140-05-29,3.4,1.9,1.93,1.77,304.57,5.72
2140-06-05,1.14,1.87,2.76,0.6,158.59,5.07
2140-06-12,2.99,2.89,2.37,0.63,127.02,4.84
2140-06-19,1.62,2.37,3.11,0.33,-192.37,0.0
2140-06-26,1.73,2.63,2.59,0.52,203.86,5.32
2140-07-03,2.46,1.38,3.37,0.75,-41.81,0.0
2140-07-10,2.73,1.89,2.22,1.53,-201.19,0.0
2140-07-17,3.49,2.04,2.37,1.11,179.62,5.19
2140-07-24,1.3,1.3,2.94,1.59,-173.53,0.0
2140-07-31,3.01,1.93,1.51,1.13,-342.74,0.0
2140-08-07,1.73,1.09,2.03,1.24,323.12,5.78
2140-08-14,3.3,0.86,2.8,0.49,-31.04,0.0
2140-08-21,3.55,1.43,0.89,1.62,-281.79,0.0
2140-08-28,3.23,2.35,2.2,1.59,-97.61,0.0
2140-09-04,3.95,2.79,2.72,0.82,-34.24,0.0
2140-09-11,2.34,1.64,3.9,0.86,330.04,5.8
2140-09-18,4.06,2.11,3.61,0.67,-217.36,0.0
2140-09-25,2.73,0.76,1.7,1.68,-202.95,0.0
2140-10-02,2.94,2.76,2.42,1.57,296.9,5.69
2140-10-09,3.59,1.92,0.98,1.34,-16.76,0.0
2140-10-16,1.07,2.45,1.57,0.71,110.67,4.71
2140-10-23,3.62,2.49,3.28,0.59,12.73,2.54
2140-10-30,3.47,1.14,1.19,0.39,465.45,6.14
2140-11-06,2.24,1.82,1.62,0.38,-191.89,0.0
2140-11-13,1.34,2.9,3.82,0.62,162.39,5.09
2140-11-20,1.36,0.72,3.44,0.47,374.09,5.92
2140-11-27,4.69,2.21,3.3,1.25,44.79,3.8
2140-12-04,3.76,2.91,3.57,0.91,-27.79,0.0
2140-12-11,1.51,1.25,3.2,1.06,233.77,5.45
2140-12-18,2.43,2.65,1.19,1.31,276.41,5.62
2140-12-25,3.37,2.83,2.45,1.42,-55.11,0.0
2141-01-01,4.34,2.37,2.22,1.4,395.92,5.98
2141-01-08,1.17,1.08,1.8,0.74,63.23,4.15
2141-01-15,1.95,1.34,3.47,1.68,193.76,5.27
2141-01-22,4.56,0.59,2.29,1.86,384.78,5.95
2141-01-29,1.04,2.58,0.99,0.84,212.07,5.36
2141-02-05,1.81,2.62,1.68,0.33,72.73,4.29
2141-02-12,4.84,2.08,1.53,1.83,-38.53,0.0
2141-02-19,3.45,1.38,3.64,1.87,649.85,6.48
2141-02-26,2.05,0.69,2.87,0.39,-88.12,0.0
2141-03-05,1.27,2.38,2.59,0.31,142.8,4.96
2141-03-12,1.11,2.32,2.42,1.69,183.45,5.21
2141-03-19,1.98,2.78,2.88,0.81,207.94,5.34
2141-03-26,4.53,2.33,3.22,1.85,547.23,6.3
2141-04-02,2.66,2.57,2.57,0.67,103.64,4.64
2141-04-09,3.88,2.36,3.8,1.76,106.27,4.67
2141-04-16,4.67,2.08,3.93,0.42,433.73,6.07
2141-04-23,2.63,1.57,3.99,0.74,76.18,4.33
2141-04-30,1.77,2.76,2.94,1.95,276.29,5.62
2141-05-07,3.07,2.13,3.78,0.69,149.19,5.01
2141-05-14,4.63,1.5,2.09,0.53,273.25,5.61
2141-05-21,4.22,0.71,3.55,1.76,249.38,5.52
2141-05-28,1.26,1.23,3.71,0.5,2.35,0.85
2141-06-04,3.77,1.86,3.69,0.47,-258.6,0.0
2141-06-11,3.29,1.19,3.46,0.85,-238.08,0.0
2141-06-18,4.63,1.05,2.1,1.38,-279.98,0.0
2141-06-25,1.49,1.82,1.31,1.51,42.67,3.75
2141-07-02,3.14,0.92,1.87,1.8,-397.32,0.0
2141-07-09,4.52,2.5,3.26,1.22,89.08,4.49
2141-07-16,2.64,1.71,1.55,0.97,96.43,4.57
2141-07-23,2.93,1.93,2.33,0.91,257.39,5.55
2141-07-30,1.28,0.87,2.61,1.74,169.39,5.13
2141-08-06,2.11,1.31,2.73,1.53,261.65,5.57
2141-08-13,2.3,1.53,3.79,1.84,185.58,5.22
2141-08-20,4.78,2.52,2.92,1.94,57.23,4.05
2141-08-27,2.13,2.43,3.32,0.81,78.75,4.37
2141-09-03,2.84,1.06,2.66,1.2,-88.96,0.0
2141-09-10,3.69,2.04,3.47,1.37,158.47,5.07
2141-09-17,1.65,1.11,1.64,0.58,-262.8,0.0
2141-09-24,2.95,2.97,1.47,0.39,296.45,5.69
2141-10-01,3.95,2.88,3.76,1.78,-59.78,0.0
2141-10-08,4.47,1.91,3.02,1.21,140.75,4.95
2141-10-15,3.51,2.25,2.95,1.27,169.89,5.14
2141-10-22,3.68,2.5,2.3,1.24,332.64,5.81
2141-10-29,1.51,2.3,2.01,1.58,-258.56,0.0
2141-11-05,4.78,2.25,2.58,0.55,41.58,3.73
2141-11-12,1.53,2.9,1.19,1.34,181.48,5.2
2141-11-19,4.1,1.99,2.26,1.1,446.24,6.1
2141-11-26,2.06,2.09,2.26,1.82,76.78,4.34
2141-12-03,4.73,2.62,2.52,1.18,-5.76,0.0
2141-12-10,3.88,2.17,2.83,1.9,514.51,6.24
2141-12-17,4.02,2.33,3.86,0.9,283.08,5.65
2141-12-24,1.88,1.09,2.89,1.94,355.78,5.87
2141-12-31,2.77,1.43,3.63,1.79,-139.24,0.0
2142-01-07,3.47,0.87,2.58,1.29,187.58,5.23
2142-01-14,4.08,1.76,2.81,0.9,-116.25,0.0
2142-01-21,1.42,1.64,1.02,0.94,-209.96,0.0
2142-01-28,4.85,2.99,1.23,1.61,217.55,5.38
2142-02-04,4.56,2.03,2.65,1.29,237.45,5.47
2142-02-11,2.08,2.47,2.07,0.98,-14.25,0.0
2142-02-18,4.29,1.34,3.36,1.38,394.01,5.98
2142-02-25,3.07,2.58,2.54,1.55,27.53,3.32
2142-03-04,2.85,2.04,3.62,0.34,49.28,3.9
2142-03-11,2.26,2.24,3.91,0.45,98.7,4.59
2142-03-18,3.32,1.24,1.27,0.46,14.22,2.65
2142-03-25,3.92,1.87,2.06,0.69,343.69,5.84
2142-04-01,2.64,2.09,2.93,1.03,-113.12,0.0
2142-04-08,3.52,1.97,1.78,1.67,-64.07,0.0
2142-04-15,3.8,2.79,1.65,0.9,-145.15,0.0
2142-04-22,3.84,2.75,3.4,0.33,493.12,6.2
2142-04-29,1.21,2.93,3.94,1.12,44.56,3.8
2142-05-06,4.44,2.17,3.28,1.99,-33.05,0.0
2142-05-13,2.83,2.93,2.48,0.89,41.96,3.74
2142-05-20,2.05,2.58,2.22,1.93,260.09,5.56
2142-05-27,1.97,1.18,2.53,0.47,202.88,5.31
2142-06-03,2.93,1.57,2.28,0.59,-35.57,0.0
2142-06-10,4.55,1.1,2.41,1.53,13.41,2.6
2142-06-17,2.51,0.51,1.45,1.15,-237.34,0.0
2142-06-24,4.0,0.97,3.69,1.6,134.76,4.9
2142-07-01,1.39,0.51,3.21,1.77,330.74,5.8
2142-07-08,2.9,2.3,2.98,0.73,-17.21,0.0
2142-07-15,4.97,1.56,3.84,1.46,250.56,5.52
2142-07-22,4.08,1.28,1.71,1.33,-36.08,0.0
2142-07-29,1.84,2.4,1.06,1.76,-150.82,0.0
2142-08-05,3.01,2.58,3.44,1.03,247.89,5.51
2142-08-12,1.93,2.94,3.99,0.39,582.13,6.37
2142-08-19,2.64,2.11,2.65,1.28,201.2,5.3
2142-08-26,4.12,1.65,0.99,1.93,-5.49,0.0
2142-09-02,4.08,1.26,3.3,0.32,29.05,3.37
2142-09-09,1.91,1.06,1.04,0.71,428.89,6.06
2142-09-16,4.69,1.03,2.53,0.84,153.4,5.03
2142-09-23,3.37,1.52,1.69,1.6,-74.61,0.0
2142-09-30,2.52,2.98,3.73,0.85,103.64,4.64
2142-10-07,3.01,0.5,2.24,0.71,110.31,4.7
2142-10-14,3.42,0.99,3.68,1.4,195.26,5.27
2142-10-21,3.24,0.97,1.76,0.38,368.23,5.91
2142-10-28,2.95,2.29,2.04,0.59,339.8,5.83
2142-11-04,3.02,1.38,3.83,0.99,142.81,4.96
2142-11-11,1.71,1.64,1.44,0.9,51.25,3.94
2142-11-18,4.25,0.87,2.65,0.89,167.88,5.12
2142-11-25,3.17,1.51,2.04,0.48,-45.09,0.0
2142-12-02,1.52,0.76,3.28,0.91,271.02,5.6
2142-12-09,4.06,1.83,1.21,1.66,40.3,3.7
2142-12-16,4.73,0.74,2.2,1.0,182.96,5.21
2142-12-23,4.79,2.48,3.04,1.3,462.71,6.14
2142-12-30,2.48,1.92,2.1,0.58,187.8,5.24
2143-01-06,1.54,2.31,0.99,0.42,103.1,4.64
2143-01-13,3.07,1.55,3.06,1.8,-5.51,0.0
2143-01-20,1.45,1.45,2.41,0.86,53.9,3.99
2143-01-27,4.74,0.75,0.84,0.9,-163.36,0.0
2143-02-03,1.73,1.81,2.76,1.79,192.6,5.26
2143-02-10,2.01,1.79,3.74,1.5,-325.68,0.0
2143-02-17,2.63,1.67,1.16,1.59,259.99,5.56
2143-02-24,2.53,2.35,2.69,1.46,242.46,5.49
2143-03-03,4.18,2.58,3.13,0.48,133.42,4.89
2143-03-10,2.83,2.38,1.03,1.93,-30.44,0.0
2143-03-17,1.68,0.86,0.87,1.85,42.84,3.76
2143-03-24,2.07,2.06,2.29,0.7,-275.8,0.0
2143-03-31,3.04,0.7,3.33,1.67,255.77,5.54
2143-04-07,1.59,2.24,1.31,1.0,31.49,3.45
2143-04-14,3.45,1.45,3.48,1.46,407.54,6.01
2143-04-21,3.26,0.83,2.9,0.58,160.9,5.08
2143-04-28,3.86,2.66,1.86,1.22,143.04,4.96
2143-05-05,4.75,2.04,2.45,0.52,181.95,5.2
2143-05-12,4.65,1.39,3.89,1.21,-76.86,0.0
2143-05-19,4.78,0.58,1.49,0.71,-19.04,0.0
2143-05-26,1.98,1.84,2.4,1.07,105.86,4.66
2143-06-02,1.53,2.81,2.8,1.44,34.55,3.54
2143-06-09,2.21,1.99,1.24,1.79,-46.16,0.0
2143-06-16,4.58,2.93,0.94,0.58,32.31,3.48
2143-06-23,4.89,0.84,0.84,1.82,79.76,4.38
2143-06-30,4.44,1.92,1.84,0.96,554.7,6.32
2143-07-07,1.44,2.5,1.04,1.73,0.61,0.0
2143-07-14,4.79,1.81,3.37,1.17,-18.96,0.0
2143-07-21,2.69,0.73,3.99,1.77,68.43,4.23
2143-07-28,1.04,1.96,1.0,1.43,354.18,5.87
2143-08-04,2.77,2.03,2.18,1.16,399.72,5.99
2143-08-11,1.18,2.32,0.88,0.83,444.55,6.1
2143-08-18,3.18,2.4,1.23,1.95,94.6,4.55
2143-08-25,2.35,2.43,1.83,1.66,212.08,5.36
2143-09-01,2.89,2.16,2.06,0.95,-125.31,0.0
2143-09-08,3.45,1.04,3.81,0.58,29.43,3.38
2143-09-15,4.48,1.51,2.07,1.63,-129.96,0.0
2143-09-22,3.65,2.44,2.39,1.98,198.85,5.29
2143-09-29,2.74,2.88,1.59,0.77,91.83,4.52
2143-10-06,4.28,0.7,0.8,1.86,109.12,4.69
2143-10-13,4.62,1.84,3.68,0.51,-52.46,0.0
2143-10-20,1.48,1.28,1.06,1.92,222.86,5.41
2143-10-27,3.13,1.06,3.89,1.57,-377.5,0.0
2143-11-03,2.14,1.76,1.22,0.89,10.6,2.36
2143-11-10,1.19,2.02,2.74,0.82,57.48,4.05
2143-11-17,3.67,0.52,4.0,1.39,-301.69,0.0
2143-11-24,4.45,2.45,1.24,1.31,167.03,5.12
2143-12-01,1.65,2.55,2.16,1.86,50.82,3.93
2143-12-08,4.25,2.91,3.3,1.6,238.66,5.48
2143-12-15,4.41,0.95,0.9,1.22,466.33,6.14
2143-12-22,4.66,1.99,3.01,1.88,180.51,5.2
2143-12-29,2.06,1.57,1.06,1.31,252.22,5.53
2144-01-05,4.62,1.34,1.56,1.74,361.24,5.89
2144-01-12,2.28,1.91,1.31,1.73,167.97,5.12
2144-01-19,3.21,2.46,3.7,1.86,-53.16,0.0
2144-01-26,1.2,0.56,1.38,0.41,-288.99,0.0
2144-02-02,1.18,2.92,0.93,1.29,139.77,4.94
2144-02-09,3.88,2.52,2.68,1.1,26.98,3.3
2144-02-16,2.78,2.38,1.91,1.13,341.76,5.83
2144-02-23,2.03,2.4,2.1,1.08,-13.13,0.0
2144-03-01,1.76,1.47,1.18,1.72,55.24,4.01
2144-03-08,3.68,2.38,3.19,0.84,-121.69,0.0
2144-03-15,1.0,1.47,2.72,1.09,3.16,1.15
2144-03-22,4.22,2.75,1.97,0.64,-89.13,0.0
2144-03-29,1.32,0.94,1.35,0.73,-124.58,0.0
2144-04-05,1.77,1.23,2.7,1.42,65.93,4.19
2144-04-12,2.54,1.88,3.29,0.5,-26.62,0.0
2144-04-19,2.94,1.3,1.8,0.62,595.03,6.39
2144-04-26,2.42,1.56,0.88,1.2,224.5,5.41
2144-05-03,2.28,1.73,1.49,0.37,280.12,5.64
2144-05-10,4.86,2.64,2.98,0.52,95.69,4.56
2144-05-17,3.57,1.81,3.97,1.77,139.69,4.94
2144-05-24,1.09,1.41,0.84,1.74,-38.96,0.0
2144-05-31,2.72,1.12,1.78,0.89,591.23,6.38
2144-06-07,4.5,1.52,1.0,0.89,51.92,3.95
2144-06-14,2.21,1.79,1.81,1.89,-44.99,0.0
2144-06-21,1.38,2.37,2.1,0.34,-78.19,0.0
2144-06-28,4.03,0.8,3.75,1.29,171.6,5.15
2144-07-05,3.42,1.05,1.06,1.32,346.69,5.85
2144-07-12,3.28,1.45,3.29,1.64,318.53,5.76
2144-07-19,1.21,1.4,2.07,1.92,-84.16,0.0
2144-07-26,1.56,1.48,3.4,0.9,-70.48,0.0
2144-08-02,3.49,2.48,2.44,1.04,348.85,5.85
2144-08-09,1.83,1.31,0.93,1.44,471.74,6.16
2144-08-16,3.02,1.75,3.83,1.94,83.33,4.42
2144-08-23,3.18,2.06,1.06,1.81,316.52,5.76
2144-08-30,2.13,1.08,2.71,1.43,-215.32,0.0
2144-09-06,4.79,2.3,3.61,1.76,-39.88,0.0
2144-09-13,4.37,1.87,1.06,0.44,-126.49,0.0
2144-09-20,3.89,1.62,2.57,0.94,176.25,5.17
2144-09-27,1.31,2.52,3.44,0.32,58.17,4.06
2144-10-04,1.42,1.11,3.96,0.6,134.67,4.9
2144-10-11,2.97,2.71,3.12,1.37,353.71,5.87
2144-10-18,1.64,1.9,1.69,1.81,-60.27,0.0
2144-10-25,4.91,2.02,3.04,1.38,134.84,4.9
2144-11-01,1.63,2.69,3.06,1.43,-169.24,0.0
2144-11-08,2.95,2.54,3.04,0.48,334.86,5.81
2144-11-15,2.46,2.0,3.53,1.43,323.14,5.78
2144-11-22,3.56,2.38,1.08,1.07,150.99,5.02
2144-11-29,1.52,1.58,1.15,1.41,79.36,4.37
2144-12-06,2.72,1.87,2.85,0.85,-10.62,0.0
2144-12-13,2.1,0.66,3.85,1.29,-190.23,0.0
2144-12-20,4.55,0.72,2.29,1.02,145.68,4.98
2144-12-27,1.16,2.57,3.87,1.25,255.78,5.54
2145-01-03,4.65,0.65,3.8,0.55,508.68,6.23
2145-01-10,4.33,0.92,3.69,0.97,27.23,3.3
2145-01-17,2.19,2.49,3.71,0.94,161.79,5.09
2145-01-24,4.16,0.5,3.67,1.55,325.05,5.78
2145-01-31,1.12,1.21,3.42,1.5,311.24,5.74
2145-02-07,4.87,1.96,3.02,1.85,-7.45,0.0
2145-02-14,3.11,1.99,0.88,1.37,12.93,2.56
2145-02-21,2.21,2.44,1.22,0.83,-35.49,0.0
2145-02-28,2.45,1.76,1.23,1.63,-112.99,0.0
2145-03-07,1.27,1.77,0.88,1.14,344.6,5.84
2145-03-14,4.96,2.31,1.17,0.63,100.71,4.61
2145-03-21,1.16,1.75,3.74,1.57,79.37,4.37
2145-03-28,3.62,2.02,2.92,0.53,149.24,5.01
2145-04-04,2.77,2.74,1.8,0.6,95.85,4.56
2145-04-11,4.8,1.5,3.34,1.59,70.24,4.25
2145-04-18,1.98,1.46,2.36,1.61,-75.4,0.0
2145-04-25,3.13,0.51,1.25,1.64,371.23,5.92
2145-05-02,2.93,2.03,3.63,0.8,-7.77,0.0
2145-05-09,3.81,0.57,1.88,1.77,-111.6,0.0
2145-05-16,1.27,1.76,3.04,1.53,68.38,4.23
2145-05-23,1.78,2.51,1.73,1.72,510.37,6.24
2145-05-30,1.86,1.87,2.4,1.5,-83.42,0.0
2145-06-06,3.95,1.17,3.41,1.29,245.24,5.5
2145-06-13,1.76,2.47,1.3,0.49,16.33,2.79
2145-06-20,3.29,1.17,3.93,1.51,155.86,5.05
2145-06-27,1.86,2.33,1.02,1.47,250.05,5.52
2145-07-04,4.45,2.03,2.51,0.83,-242.27,0.0
2145-07-11,4.77,0.92,3.73,1.55,-66.29,0.0
2145-07-18,3.07,2.76,3.83,1.24,302.92,5.71
2145-07-25,2.41,1.0,1.54,1.25,80.18,4.38
2145-08-01,1.94,2.97,1.26,0.92,117.09,4.76
2145-08-08,1.2,0.52,3.12,0.5,207.35,5.33
2145-08-15,2.07,1.16,0.93,0.67,-130.07,0.0
2145-08-22,3.62,1.0,2.35,1.61,295.27,5.69
2145-08-29,3.13,0.53,3.35,0.76,249.48,5.52
2145-09-05,4.78,2.33,2.59,0.3,154.26,5.04
2145-09-12,2.59,2.23,1.4,1.99,172.11,5.15
2145-09-19,3.78,2.48,2.36,0.66,331.64,5.8
2145-09-26,2.96,1.14,3.75,1.41,-18.12,0.0
2145-10-03,3.05,1.61,2.78,1.88,227.01,5.42
2145-10-10,2.07,2.15,3.11,1.32,444.44,6.1
2145-10-17,2.82,1.6,1.88,1.66,206.31,5.33
2145-10-24,2.88,2.24,1.4,1.96,36.35,3.59
2145-10-31,3.83,2.08,1.62,1.76,552.36,6.31
2145-11-07,4.76,0.79,2.51,1.25,137.54,4.92
2145-11-14,2.32,2.45,1.7,0.92,357.73,5.88
2145-11-21,1.17,2.3,2.53,1.12,-3.72,0.0
2145-11-28,2.99,2.14,3.06,1.73,317.75,5.76
2145-12-05,3.18,0.89,3.15,1.75,-17.2,0.0
2145-12-12,1.67,1.17,1.33,1.74,120.7,4.79
2145-12-19,4.04,1.48,3.2,1.32,-16.62,0.0
2145-12-26,4.94,1.2,2.95,1.11,483.99,6.18
2146-01-02,4.78,1.07,0.84,0.83,23.6,3.16
2146-01-09,1.79,2.51,0.99,0.31,-160.76,0.0
2146-01-16,4.5,2.1,2.87,1.6,131.2,4.88
2146-01-23,3.82,1.91,2.03,0.77,195.2,5.27
2146-01-30,2.82,1.06,1.27,0.86,53.3,3.98
2146-02-06,3.16,2.8,0.94,1.73,-81.02,0.0
2146-02-13,4.4,0.98,1.31,0.39,275.98,5.62
2146-02-20,2.92,2.49,3.86,1.88,372.39,5.92
2146-02-27,2.49,2.92,3.13,0.3,-226.21,0.0
2146-03-06,2.97,2.32,2.49,1.9,-77.0,0.0
2146-03-13,3.32,2.98,3.81,1.07,92.99,4.53
2146-03-20,1.76,2.13,2.78,0.47,-22.52,0.0
2146-03-27,4.6,1.04,3.12,1.45,208.61,5.34
2146-04-03,3.7,1.01,1.7,1.82,444.27,6.1
2146-04-10,3.53,1.31,2.68,1.04,13.31,2.59
2146-04-17,1.4,0.52,1.26,1.48,359.01,5.88
2146-04-24,3.42,2.2,2.09,1.96,-198.64,0.0
2146-05-01,1.48,1.17,0.91,0.71,134.24,4.9
2146-05-08,1.31,2.54,1.49,1.69,-47.1,0.0
2146-05-15,3.11,1.4,1.04,0.8,156.73,5.05
2146-05-22,2.61,1.7,2.04,1.02,-274.34,0.0
2146-05-29,3.36,2.91,3.5,0.78,-138.9,0.0
2146-06-05,1.36,1.11,2.01,1.06,154.61,5.04
2146-06-12,2.72,2.3,3.46,0.31,-23.11,0.0
2146-06-19,1.7,2.39,2.9,0.82,25.21,3.23
2146-06-26,4.95,1.05,2.43,1.06,461.22,6.13
2146-07-03,3.24,1.75,1.56,1.37,104.75,4.65
2146-07-10,3.75,1.38,3.75,1.38,289.99,5.67
2146-07-17,2.3,2.43,0.97,1.29,-83.22,0.0
2146-07-24,1.38,2.06,3.0,0.8,-183.48,0.0
2146-07-31,4.9,1.69,2.79,1.91,94.73,4.55
2146-08-07,2.15,2.45,2.21,0.97,-213.55,0.0
2146-08-14,2.7,1.09,1.57,0.67,-78.22,0.0
2146-08-21,3.6,2.38,2.18,1.24,143.84,4.97
2146-08-28,1.1,2.66,3.59,1.57,80.26,4.39
2146-09-04,4.24,2.7,3.48,0.32,186.96,5.23
2146-09-11,3.15,2.46,3.81,0.77,235.78,5.46
2146-09-18,2.11,1.52,1.78,1.7,-168.72,0.0
2146-09-25,1.25,2.95,2.04,1.16,-106.57,0.0
2146-10-02,1.65,1.45,0.86,0.99,-387.26,0.0
2146-10-09,4.58,2.1,3.82,1.88,54.37,4.0
2146-10-16,3.74,0.9,1.85,0.45,218.21,5.39
2146-10-23,2.0,2.95,2.09,1.35,387.8,5.96
2146-10-30,1.26,2.26,3.7,0.88,135.3,4.91
2146-11-06,3.76,2.38,2.49,0.42,372.73,5.92
2146-11-13,3.29,0.66,2.61,0.66,153.55,5.03
2146-11-20,2.62,2.41,1.36,1.37,98.63,4.59
2146-11-27,2.45,2.44,2.4,0.35,-35.7,0.0
2146-12-04,1.87,2.18,3.74,1.31,-373.33,0.0
2146-12-11,3.68,1.23,2.59,1.93,337.27,5.82
2146-12-18,4.88,1.72,1.62,1.65,81.61,4.4
2146-12-25,1.7,0.78,0.9,0.89,318.53,5.76
2147-01-01,3.39,1.68,1.88,0.53,-111.85,0.0
2147-01-08,2.7,1.11,2.63,1.09,565.59,6.34
2147-01-15,2.79,1.37,0.94,0.97,7.9,2.07
2147-01-22,2.02,0.91,2.75,1.95,-60.4,0.0
2147-01-29,4.3,1.08,2.47,1.98,51.44,3.94
2147-02-05,2.94,0.69,3.31,1.0,120.51,4.79
2147-02-12,3.17,2.8,0.89,0.55,61.16,4.11
2147-02-19,2.22,1.83,3.3,1.85,-4.68,0.0
2147-02-26,1.73,1.49,2.47,1.65,-283.72,0.0
2147-03-05,1.34,1.84,1.99,1.17,-92.43,0.0
2147-03-12,3.86,2.07,3.89,0.92,333.53,5.81
2147-03-19,1.78,2.8,1.31,1.06,-103.01,0.0
2147-03-26,3.76,0.95,2.53,1.83,-254.8,0.0
2147-04-02,2.56,1.24,1.83,0.61,-145.26,0.0
2147-04-09,2.66,2.94,2.49,1.67,84.53,4.44
2147-04-16,2.88,1.43,2.57,0.33,-71.53,0.0
2147-04-23,2.47,0.56,1.09,1.86,-3.91,0.0
2147-04-30,1.4,0.87,2.92,1.15,-88.55,0.0
2147-05-07,2.24,0.57,2.83,0.69,272.53,5.61
2147-05-14,3.65,2.97,3.26,0.3,213.57,5.36
2147-05-21,3.66,1.2,1.09,1.25,509.87,6.23
2147-05-28,2.14,2.81,1.75,0.72,4.37,1.47
2147-06-04,2.84,2.99,2.88,1.37,51.7,3.95
2147-06-11,1.77,2.0,1.24,0.78,297.34,5.69
2147-06-18,1.84,0.58,2.97,0.45,146.7,4.99
2147-06-25,1.09,0.7,0.99,1.16,-150.49,0.0
2147-07-02,4.59,1.7,1.87,1.26,202.8,5.31
2147-07-09,1.84,1.52,3.51,1.07,170.22,5.14
2147-07-16,1.91,2.02,3.28,1.08,-264.73,0.0
2147-07-23,2.12,1.6,2.86,1.3,-44.69,0.0
2147-07-30,1.51,2.84,3.59,1.19,143.92,4.97
2147-08-06,3.56,1.84,3.07,0.53,388.43,5.96
2147-08-13,1.3,2.23,2.46,0.64,216.92,5.38
2147-08-20,1.54,2.74,3.94,0.54,-5.89,0.0
2147-08-27,3.58,0.87,3.02,1.48,-49.86,0.0
2147-09-03,2.36,1.07,2.72,1.2,238.17,5.47
2147-09-10,3.83,0.77,2.11,1.03,-408.61,0.0
2147-09-17,3.23,0.85,3.69,1.66,-61.89,0.0
2147-09-24,2.02,1.78,1.75,0.85,349.9,5.86
2147-10-01,3.6,1.3,0.83,1.27,122.6,4.81
2147-10-08,1.47,1.56,1.43,0.43,-97.74,0.0
2147-10-15,3.15,2.96,1.15,1.57,-154.69,0.0
2147-10-22,2.75,0.89,1.82,1.48,235.36,5.46
2147-10-29,2.07,1.85,3.44,1.66,114.32,4.74
2147-11-05,3.42,0.75,2.88,1.8,44.84,3.8
2147-11-12,4.49,1.3,1.34,1.59,154.29,5.04
2147-11-19,5.0,1.82,3.32,1.74,153.25,5.03
2147-11-26,3.43,2.87,2.41,0.89,120.07,4.79
2147-12-03,2.62,1.48,2.44,0.88,-185.12,0.0
2147-12-10,1.9,0.66,1.96,1.91,-143.22,0.0
2147-12-17,2.03,1.47,3.57,1.85,246.3,5.51
2147-12-24,2.92,0.86,1.82,1.23,178.99,5.19
2147-12-31,2.47,1.07,1.1,0.92,130.21,4.87
2148-01-07,4.66,2.05,1.77,1.77,-20.13,0.0
2148-01-14,2.47,0.67,3.09,0.85,231.43,5.44
2148-01-21,2.49,1.66,2.9,0.56,12.11,2.49
2148-01-28,2.53,2.02,1.4,1.39,332.82,5.81
2148-02-04,4.35,1.55,1.16,0.37,-76.71,0.0
2148-02-11,3.6,0.55,2.91,0.94,-21.21,0.0
2148-02-18,3.46,2.96,2.96,1.67,85.76,4.45
2148-02-25,2.34,1.42,1.97,0.8,238.75,5.48
2148-03-03,4.27,2.45,3.5,1.88,118.39,4.77
2148-03-10,1.15,1.31,3.93,1.92,101.11,4.62
2148-03-17,4.48,1.69,1.46,1.69,8.1,2.09
2148-03-24,3.05,1.47,2.65,1.98,145.27,4.98
2148-03-31,2.59,1.36,0.82,1.2,41.14,3.72
2148-04-07,2.99,0.55,3.08,1.27,-73.73,0.0
2148-04-14,3.67,1.4,2.13,1.72,112.11,4.72
2148-04-21,1.05,2.72,1.42,1.14,98.22,4.59
2148-04-28,4.49,2.23,3.21,0.99,585.63,6.37
2148-05-05,2.79,0.86,3.39,1.35,-31.91,0.0
2148-05-12,2.37,1.98,1.16,1.42,-100.74,0.0
2148-05-19,1.55,2.73,0.93,1.58,122.85,4.81
2148-05-26,2.76,2.25,1.87,1.44,-114.29,0.0
2148-06-02,2.99,0.87,2.8,1.57,-130.38,0.0
